,0,1,2,3,4,5,6,7,8,9
0,"[-2.791699855, -2.61680772508, -2.4419155951600002, -2.2670234652400003, -2.09213133532, -1.9172392054, -1.7423470754800001, -1.56745494556, -1.39256281564, -1.2176706857200001, -1.0427785558, -0.8678864258800001, -0.6929942959600002, -0.5181021660400003, -0.3432100361199999, -0.16831790619999998, 0.006574223719999939, 0.18146635363999986, 0.3563584835599998, 0.5312506134800001, 0.7061427434, 0.88103487332, 1.0559270032399999, 1.2308191331599998, 1.4057112630799997, 1.5806033929999996, 1.7554955229199996, 1.9303876528400004, 2.1052797827600003, 2.28017191268, 2.4550640426, 2.62995617252, 2.80484830244, 2.97974043236, 3.1546325622799998, 3.3295246921999997, 3.5044168221199996, 3.6793089520399995, 3.8542010819600003, 4.02909321188, 4.2039853418, 4.37887747172, 4.55376960164, 4.72866173156, 4.90355386148, 5.0784459914, 5.25333812132, 5.42823025124, 5.6031223811599995, 5.778014511079999]","[1.8163616580000002, 1.8954931158200001, 1.97462457364, 2.0537560314600003, 2.1328874892800003, 2.2120189471000002, 2.29115040492, 2.37028186274, 2.44941332056, 2.52854477838, 2.6076762362, 2.68680769402, 2.76593915184, 2.84507060966, 2.92420206748, 3.0033335253, 3.08246498312, 3.16159644094, 3.24072789876, 3.31985935658, 3.3989908144, 3.47812227222, 3.55725373004, 3.6363851878599998, 3.71551664568, 3.7946481035, 3.87377956132, 3.95291101914, 4.03204247696, 4.11117393478, 4.1903053926, 4.26943685042, 4.34856830824, 4.42769976606, 4.50683122388, 4.5859626817, 4.66509413952, 4.74422559734, 4.82335705516, 4.90248851298, 4.9816199708, 5.06075142862, 5.13988288644, 5.21901434426, 5.29814580208, 5.3772772599, 5.45640871772, 5.5355401755399996, 5.6146716333599995, 5.6938030911799995]","[-4.886169101, -4.76085090304, -4.63553270508, -4.51021450712, -4.38489630916, -4.2595781112, -4.13425991324, -4.00894171528, -3.88362351732, -3.75830531936, -3.6329871214000002, -3.50766892344, -3.38235072548, -3.25703252752, -3.13171432956, -3.0063961316, -2.88107793364, -2.75575973568, -2.63044153772, -2.50512333976, -2.3798051418, -2.25448694384, -2.12916874588, -2.00385054792, -1.8785323499599995, -1.7532141519999995, -1.6278959540399995, -1.5025777560799995, -1.3772595581199996, -1.2519413601599996, -1.1266231621999996, -1.0013049642399996, -0.8759867662799996, -0.7506685683199992, -0.6253503703599996, -0.5000321723999992, -0.37471397443999965, -0.24939577647999922, -0.12407757851999968, 0.0012406194400007564, 0.1265588174000003, 0.25187701536000073, 0.3771952133200003, 0.5025134112800007, 0.6278316092400003, 0.7531498072000007, 0.8784680051600002, 1.0037862031200007, 1.129104401080001, 1.2544225990400006]","[0.482292166, 0.70376707808, 0.92524199016, 1.1467169022400001, 1.3681918143199998, 1.5896667264, 1.81114163848, 2.03261655056, 2.25409146264, 2.4755663747199996, 2.6970412867999998, 2.91851619888, 3.13999111096, 3.3614660230399998, 3.58294093512, 3.8044158471999996, 4.025890759279999, 4.24736567136, 4.46884058344, 4.690315495519999, 4.911790407599999, 5.1332653196799995, 5.354740231759999, 5.576215143839999, 5.7976900559199995, 6.019164967999999, 6.240639880079999, 6.462114792159999, 6.683589704239999, 6.905064616319999, 7.126539528399999, 7.348014440479999, 7.569489352559999, 7.790964264639999, 8.01243917672, 8.233914088799999, 8.455389000879999, 8.67686391296, 8.89833882504, 9.11981373712, 9.3412886492, 9.562763561279999, 9.78423847336, 10.00571338544, 10.22718829752, 10.4486632096, 10.670138121679999, 10.891613033759999, 11.11308794584, 11.33456285792]","[-2.365365377, -2.2341169910799996, -2.10286860516, -1.9716202192399999, -1.8403718333199999, -1.7091234473999999, -1.57787506148, -1.44662667556, -1.31537828964, -1.18412990372, -1.0528815178, -0.92163313188, -0.79038474596, -0.65913636004, -0.52788797412, -0.3966395882, -0.26539120228, -0.1341428163599998, -0.00289443044000004, 0.12835395547999973, 0.25960234139999994, 0.39085072732000015, 0.5220991132399999, 0.6533474991599997, 0.7845958850799999, 0.9158442710000001, 1.0470926569199999, 1.1783410428399996, 1.3095894287599998, 1.44083781468, 1.5720862005999998, 1.7033345865199996, 1.8345829724399998, 1.96583135836, 2.09707974428, 2.2283281301999995, 2.3595765161199997, 2.49082490204, 2.6220732879599993, 2.7533216738799995, 2.8845700597999997, 3.01581844572, 3.14706683164, 3.2783152175599994, 3.4095636034799996, 3.5408119894, 3.672060375319999, 3.8033087612399994, 3.9345571471599996, 4.06580553308]","[-1.806994609, -1.7146744487599999, -1.62235428852, -1.53003412828, -1.43771396804, -1.3453938077999998, -1.25307364756, -1.16075348732, -1.06843332708, -0.9761131668399999, -0.8837930065999999, -0.7914728463599998, -0.6991526861199999, -0.60683252588, -0.5145123656399999, -0.4221922053999998, -0.3298720451599999, -0.23755188492, -0.1452317246799999, -0.05291156443999978, 0.03940859580000011, 0.13172875604, 0.22404891628000034, 0.31636907652000024, 0.40868923676000013, 0.501009397, 0.5933295572399999, 0.6856497174800003, 0.7779698777200001, 0.87029003796, 0.9626101982000004, 1.0549303584400003, 1.1472505186800002, 1.23957067892, 1.33189083916, 1.4242109994000003, 1.5165311596400002, 1.60885131988, 1.7011714801200004, 1.7934916403600003, 1.8858118006000002, 1.97813196084, 2.0704521210799998, 2.1627722813200005, 2.2550924415600004, 2.3474126018000003, 2.4397327620400002, 2.53205292228, 2.62437308252, 2.71669324276]","[-3.642579239, -3.44315568658, -3.2437321341599996, -3.0443085817399997, -2.84488502932, -2.6454614768999996, -2.4460379244799997, -2.24661437206, -2.04719081964, -1.8477672672199996, -1.6483437147999997, -1.4489201623799999, -1.2494966099599996, -1.0500730575399997, -0.8506495051199998, -0.6512259526999995, -0.4518024002799996, -0.25237884785999976, -0.05295529543999944, 0.14646825698000043, 0.3458918094000003, 0.5453153618200002, 0.74473891424, 0.9441624666600008, 1.1435860190800007, 1.3430095715000006, 1.5424331239200004, 1.7418566763400003, 1.9412802287600002, 2.140703781180001, 2.340127333600001, 2.5395508860200007, 2.7389744384400005, 2.9383979908600004, 3.1378215432800003, 3.3372450957, 3.536668648120001, 3.736092200540001, 3.9355157529600007, 4.1349393053800005, 4.3343628578, 4.533786410220001, 4.73320996264, 4.932633515060001, 5.13205706748, 5.331480619900001, 5.530904172320001, 5.73032772474, 5.929751277160001, 6.12917482958]","[-0.020292102, 0.10440155778000001, 0.22909521756, 0.35378887734000003, 0.47848253712000005, 0.6031761969, 0.72786985668, 0.8525635164600001, 0.9772571762400001, 1.10195083602, 1.2266444958, 1.3513381555800001, 1.47603181536, 1.6007254751400002, 1.72541913492, 1.8501127947000002, 1.9748064544800001, 2.09950011426, 2.22419377404, 2.3488874338200003, 2.4735810936, 2.59827475338, 2.7229684131600003, 2.8476620729400004, 2.97235573272, 3.0970493925, 3.2217430522800004, 3.34643671206, 3.47113037184, 3.5958240316200003, 3.7205176914000004, 3.84521135118, 3.9699050109600003, 4.09459867074, 4.21929233052, 4.3439859903, 4.46867965008, 4.5933733098600005, 4.718066969640001, 4.842760629420001, 4.9674542892, 5.09214794898, 5.21684160876, 5.34153526854, 5.4662289283200005, 5.590922588100001, 5.715616247880001, 5.84030990766, 5.96500356744, 6.08969722722]","[-3.881355932, -3.8003102484399998, -3.71926456488, -3.63821888132, -3.55717319776, -3.4761275142, -3.39508183064, -3.31403614708, -3.23299046352, -3.15194477996, -3.0708990964, -2.98985341284, -2.90880772928, -2.82776204572, -2.74671636216, -2.6656706785999997, -2.58462499504, -2.5035793114800002, -2.42253362792, -2.34148794436, -2.2604422608, -2.17939657724, -2.09835089368, -2.01730521012, -1.93625952656, -1.855213843, -1.7741681594399998, -1.69312247588, -1.61207679232, -1.5310311087600001, -1.4499854252, -1.3689397416400002, -1.28789405808, -1.2068483745199998, -1.12580269096, -1.0447570073999999, -0.9637113238400001, -0.8826656402799999, -0.8016199567200002, -0.72057427316, -0.6395285896000003, -0.5584829060400001, -0.47743722247999987, -0.3963915389200001, -0.3153458553599999, -0.23430017180000018, -0.15325448824, -0.07220880468000024, 0.008836878879999954, 0.08988256244000015]","[-2.928716095, -2.83985109012, -2.75098608524, -2.66212108036, -2.57325607548, -2.4843910706, -2.39552606572, -2.3066610608399998, -2.21779605596, -2.1289310510800004, -2.0400660462, -1.95120104132, -1.8623360364400001, -1.7734710315600002, -1.68460602668, -1.5957410218, -1.5068760169200002, -1.4180110120400002, -1.3291460071600003, -1.2402810022800002, -1.1514159974000002, -1.0625509925200003, -0.9736859876400001, -0.8848209827600004, -0.7959559778800003, -0.7070909730000001, -0.6182259681200004, -0.5293609632400003, -0.4404959583600001, -0.3516309534800004, -0.26276594860000024, -0.17390094372000053, -0.08503593884000038, 0.0038290660399997734, 0.09269407091999948, 0.18155907579999964, 0.27042408067999935, 0.3592890855599995, 0.44815409043999965, 0.5370190953199994, 0.6258841001999995, 0.7147491050799997, 0.8036141099599994, 0.8924791148399995, 0.9813441197199997, 1.0702091245999994, 1.159074129479999, 1.2479391343599997, 1.3368041392399994, 1.4256691441199991]"
1,"[-2.238175935, -2.15404442602, -2.06991291704, -1.98578140806, -1.9016498990800002, -1.8175183901, -1.73338688112, -1.6492553721399998, -1.56512386316, -1.48099235418, -1.3968608452, -1.3127293362199999, -1.2285978272399998, -1.14446631826, -1.0603348092799998, -0.9762033002999999, -0.8920717913199998, -0.8079402823399997, -0.7238087733599998, -0.6396772643799997, -0.5555457553999998, -0.47141424641999974, -0.38728273743999964, -0.30315122845999976, -0.21901971947999943, -0.13488821049999977, -0.05075670151999967, 0.03337480746000043, 0.11750631644000054, 0.20163782542000064, 0.2857693344000003, 0.3699008433800004, 0.4540323523600005, 0.5381638613400006, 0.6222953703200007, 0.7064268793000004, 0.7905583882800005, 0.8746898972600006, 0.9588214062400007, 1.0429529152200008, 1.1270844242000004, 1.2112159331800005, 1.2953474421600006, 1.3794789511400007, 1.4636104601200008, 1.547741969100001, 1.6318734780800006, 1.7160049870600007, 1.8001364960400013, 1.884268005020001]","[1.644609588, 1.72040279838, 1.79619600876, 1.87198921914, 1.9477824295200001, 2.0235756399000002, 2.0993688502800003, 2.17516206066, 2.25095527104, 2.32674848142, 2.4025416918, 2.4783349021800003, 2.55412811256, 2.6299213229400005, 2.70571453332, 2.7815077437, 2.8573009540800003, 2.9330941644600004, 3.0088873748400005, 3.08468058522, 3.1604737956000006, 3.2362670059800003, 3.3120602163600004, 3.3878534267400005, 3.46364663712, 3.5394398475000006, 3.6152330578800003, 3.691026268260001, 3.7668194786400004, 3.84261268902, 3.9184058994000006, 3.9941991097800003, 4.069992320160001, 4.14578553054, 4.221578740920001, 4.297371951300001, 4.37316516168, 4.448958372060001, 4.52475158244, 4.600544792820001, 4.676338003200001, 4.752131213580001, 4.827924423960001, 4.90371763434, 4.979510844720001, 5.055304055100001, 5.131097265480001, 5.206890475860001, 5.28268368624, 5.358476896620001]","[-4.865779415, -4.760335992040001, -4.65489256908, -4.549449146120001, -4.44400572316, -4.3385623002, -4.233118877240001, -4.12767545428, -4.022232031320001, -3.9167886083600005, -3.8113451854000004, -3.7059017624400004, -3.6004583394800003, -3.4950149165200006, -3.38957149356, -3.2841280706000004, -3.1786846476400004, -3.0732412246800003, -2.9677978017200006, -2.8623543787600005, -2.7569109558000005, -2.6514675328400004, -2.5460241098800003, -2.44058068692, -2.33513726396, -2.2296938410000005, -2.1242504180400004, -2.0188069950800003, -1.9133635721200002, -1.80792014916, -1.7024767262000005, -1.5970333032400004, -1.4915898802800003, -1.3861464573200002, -1.28070303436, -1.1752596114000005, -1.0698161884400004, -0.9643727654800003, -0.8589293425200006, -0.7534859195600001, -0.6480424966000005, -0.5425990736399999, -0.4371556506800003, -0.33171222772000064, -0.2262688047600001, -0.12082538180000046, -0.015381958839999932, 0.09006146411999971, 0.19550488708000024, 0.3009483100399999]","[0.482292166, 0.64944919776, 0.8166062295200001, 0.98376326128, 1.15092029304, 1.3180773248, 1.48523435656, 1.6523913883199999, 1.8195484200799998, 1.9867054518399998, 2.1538624835999998, 2.3210195153599997, 2.48817654712, 2.65533357888, 2.82249061064, 2.9896476424, 3.15680467416, 3.32396170592, 3.49111873768, 3.65827576944, 3.8254328012, 3.99258983296, 4.15974686472, 4.326903896479999, 4.49406092824, 4.661217959999999, 4.82837499176, 4.995532023519999, 5.1626890552799996, 5.329846087039999, 5.4970031187999995, 5.664160150559999, 5.831317182319999, 5.99847421408, 6.165631245839999, 6.3327882776, 6.499945309359999, 6.66710234112, 6.834259372879999, 7.00141640464, 7.168573436399999, 7.3357304681599995, 7.502887499919999, 7.6700445316799994, 7.837201563439999, 8.0043585952, 8.17151562696, 8.33867265872, 8.50582969048, 8.672986722240001]","[-2.503585654, -2.41805925842, -2.33253286284, -2.2470064672600003, -2.1614800716800002, -2.0759536761, -1.99042728052, -1.90490088494, -1.8193744893600001, -1.7338480937800003, -1.6483216982000002, -1.56279530262, -1.47726890704, -1.3917425114600002, -1.30621611588, -1.2206897203000002, -1.1351633247200001, -1.04963692914, -0.9641105335600002, -0.8785841379800001, -0.7930577424000003, -0.7075313468200002, -0.6220049512400001, -0.5364785556600002, -0.45095216007999994, -0.3654257645000003, -0.2798993689200002, -0.19437297334000014, -0.10884657776000006, -0.023320182179999982, 0.062206213399999655, 0.14773260897999974, 0.23325900455999982, 0.3187854001399999, 0.40431179572, 0.4898381912999996, 0.5753645868799997, 0.6608909824599998, 0.7464173780399999, 0.8319437736199999, 0.9174701691999996, 1.0029965647799997, 1.0885229603599997, 1.1740493559399998, 1.25957575152, 1.3451021471, 1.4306285426799996, 1.5161549382599997, 1.6016813338400002, 1.6872077294199999]","[-1.4615357469999999, -1.3761247639999998, -1.290713781, -1.205302798, -1.119891815, -1.0344808319999999, -0.9490698489999999, -0.863658866, -0.7782478829999999, -0.6928368999999999, -0.6074259169999999, -0.522014934, -0.43660395099999993, -0.3511929679999999, -0.26578198500000005, -0.180371002, -0.09496001899999995, -0.0095490359999999, 0.07586194700000015, 0.16127292999999998, 0.24668391300000003, 0.3320948960000001, 0.4175058789999999, 0.502916862, 0.588327845, 0.6737388280000001, 0.7591498110000001, 0.8445607940000002, 0.9299717769999998, 1.0153827599999998, 1.1007937429999999, 1.186204726, 1.271615709, 1.357026692, 1.442437675, 1.5278486580000001, 1.6132596410000002, 1.6986706239999998, 1.7840816069999998, 1.86949259, 1.954903573, 2.0403145560000002, 2.1257255390000003, 2.2111365220000003, 2.2965475049999995, 2.3819584879999995, 2.4673694709999996, 2.5527804539999996, 2.6381914369999997, 2.7236024199999997]","[-3.56211574, -3.4517753930599997, -3.34143504612, -3.23109469918, -3.12075435224, -3.0104140053, -2.90007365836, -2.78973331142, -2.67939296448, -2.56905261754, -2.4587122706, -2.3483719236600002, -2.23803157672, -2.12769122978, -2.0173508828399997, -1.9070105359, -1.79667018896, -1.6863298420200001, -1.5759894950800002, -1.4656491481400002, -1.3553088012, -1.2449684542600004, -1.1346281073200002, -1.02428776038, -0.9139474134400003, -0.8036070665000001, -0.6932667195600004, -0.5829263726200002, -0.4725860256800001, -0.36224567874000035, -0.2519053318000002, -0.14156498486000046, -0.031224637920000298, 0.07911570901999987, 0.1894560559599996, 0.29979640289999976, 0.4101367498399995, 0.5204770967799992, 0.6308174437199994, 0.7411577906599995, 0.8514981375999997, 0.9618384845399999, 1.0721788314799992, 1.1825191784199993, 1.2928595253599995, 1.4031998722999997, 1.5135402192399998, 1.623880566179999, 1.7342209131199993, 1.8445612600599994]","[-0.93493099, -0.8088866153200001, -0.6828422406400001, -0.55679786596, -0.43075349128000007, -0.3047091166000001, -0.17866474192000004, -0.05262036724000008, 0.07342400743999988, 0.19946838211999984, 0.3255127567999998, 0.45155713147999976, 0.57760150616, 0.7036458808399999, 0.8296902555199999, 0.9557346301999998, 1.0817790048799998, 1.20782337956, 1.3338677542399997, 1.4599121289199999, 1.5859565035999996, 1.7120008782799998, 1.8380452529599995, 1.9640896276399997, 2.09013400232, 2.2161783769999994, 2.3422227516799996, 2.46826712636, 2.59431150104, 2.7203558757199993, 2.8464002503999994, 2.9724446250799996, 3.09848899976, 3.22453337444, 3.35057774912, 3.4766221237999995, 3.6026664984799996, 3.72871087316, 3.85475524784, 3.9807996225199993, 4.1068439971999995, 4.23288837188, 4.35893274656, 4.48497712124, 4.611021495919999, 4.7370658705999995, 4.86311024528, 4.98915461996, 5.11519899464, 5.241243369319999]","[-4.165187705, -4.081351353520001, -3.99751500204, -3.91367865056, -3.82984229908, -3.7460059476, -3.66216959612, -3.57833324464, -3.49449689316, -3.41066054168, -3.3268241902, -3.24298783872, -3.15915148724, -3.0753151357600004, -2.99147878428, -2.9076424328000003, -2.82380608132, -2.7399697298400003, -2.65613337836, -2.5722970268800003, -2.4884606754, -2.4046243239200003, -2.32078797244, -2.23695162096, -2.15311526948, -2.069278918, -1.9854425665200002, -1.9016062150400002, -1.8177698635600001, -1.7339335120800001, -1.6500971606000001, -1.56626080912, -1.48242445764, -1.39858810616, -1.31475175468, -1.2309154032, -1.14707905172, -1.06324270024, -0.97940634876, -0.89556999728, -0.8117336458, -0.7278972943199999, -0.6440609428399999, -0.5602245913599999, -0.4763882398799999, -0.3925518883999999, -0.30871553691999987, -0.22487918543999985, -0.14104283396000028, -0.05720648247999982]","[-2.494239199, -2.42927768306, -2.36431616712, -2.29935465118, -2.23439313524, -2.1694316193, -2.1044701033599997, -2.03950858742, -1.97454707148, -1.90958555554, -1.8446240396, -1.7796625236599999, -1.71470100772, -1.6497394917800001, -1.58477797584, -1.5198164599, -1.45485494396, -1.3898934280200002, -1.32493191208, -1.25997039614, -1.1950088802, -1.1300473642600002, -1.06508584832, -1.00012433238, -0.9351628164400001, -0.8702013005000002, -0.8052397845600001, -0.74027826862, -0.6753167526800001, -0.6103552367400003, -0.5453937208000001, -0.48043220486000004, -0.41547068892000016, -0.3505091729800003, -0.2855476570400004, -0.22058614110000008, -0.1556246251600002, -0.09066310922000032, -0.02570159327999999, 0.03925992265999989, 0.10422143859999977, 0.16918295453999965, 0.23414447047999953, 0.29910598641999986, 0.36406750235999974, 0.4290290182999996, 0.49399053423999995, 0.5589520501799998, 0.6239135661199997, 0.6888750820599996]"
2,"[-5.612002156, -5.45071312382, -5.28942409164, -5.12813505946, -4.96684602728, -4.8055569951, -4.64426796292, -4.48297893074, -4.32168989856, -4.16040086638, -3.9991118342, -3.83782280202, -3.67653376984, -3.51524473766, -3.3539557054799998, -3.1926666732999998, -3.0313776411199997, -2.8700886089399997, -2.7087995767599997, -2.5475105445799997, -2.3862215123999997, -2.2249324802199997, -2.0636434480399997, -1.9023544158599996, -1.7410653836799996, -1.5797763514999996, -1.4184873193199996, -1.2571982871399996, -1.0959092549599996, -0.9346202227799996, -0.7733311905999996, -0.6120421584199995, -0.4507531262399995, -0.2894640940599995, -0.1281750618799995, 0.03311397030000052, 0.19440300248000053, 0.35569203466000054, 0.5169810668400006, 0.6782700990200006, 0.8395591312000006, 1.0008481633800006, 1.1621371955600006, 1.3234262277400006, 1.4847152599200006, 1.6460042921000007, 1.8072933242800007, 1.9685823564600007, 2.1298713886400007, 2.2911604208200007]","[-0.259383507, -0.15726677252000004, -0.05515003804000004, 0.046966696439999955, 0.14908343091999993, 0.2512001653999999, 0.3533168998799999, 0.45543363435999984, 0.5575503688399999, 0.6596671033199999, 0.7617838377999998, 0.8639005722799998, 0.9660173067599999, 1.06813404124, 1.1702507757199996, 1.2723675101999996, 1.3744842446799996, 1.4766009791599997, 1.5787177136399997, 1.6808344481199997, 1.7829511825999997, 1.8850679170799998, 1.9871846515599998, 2.08930138604, 2.19141812052, 2.293534855, 2.39565158948, 2.4977683239599995, 2.5998850584399995, 2.7020017929199995, 2.8041185273999996, 2.9062352618799996, 3.0083519963599996, 3.1104687308399996, 3.2125854653199997, 3.3147021997999997, 3.4168189342799997, 3.5189356687599997, 3.6210524032399993, 3.7231691377199994, 3.8252858721999994, 3.9274026066799994, 4.029519341159999, 4.1316360756399995, 4.2337528101199995, 4.3358695445999995, 4.4379862790799995, 4.54010301356, 4.64221974804, 4.74433648252]","[-6.833665568, -6.71034109162, -6.58701661524, -6.46369213886, -6.34036766248, -6.2170431861, -6.09371870972, -5.9703942333399995, -5.84706975696, -5.723745280579999, -5.6004208042, -5.47709632782, -5.3537718514399995, -5.23044737506, -5.10712289868, -4.9837984223, -4.86047394592, -4.73714946954, -4.61382499316, -4.49050051678, -4.3671760404, -4.24385156402, -4.12052708764, -3.99720261126, -3.87387813488, -3.7505536585, -3.62722918212, -3.50390470574, -3.38058022936, -3.25725575298, -3.1339312766000003, -3.01060680022, -2.88728232384, -2.7639578474600004, -2.64063337108, -2.5173088947, -2.3939844183199996, -2.27065994194, -2.1473354655600003, -2.0240109891799998, -1.9006865128000001, -1.7773620364200005, -1.65403756004, -1.5307130836600003, -1.4073886072800006, -1.2840641309, -1.1607396545200004, -1.0374151781399998, -0.9140907017600002, -0.7907662253800005]","[-1.1365567109999999, -0.9645431501599999, -0.79252958932, -0.6205160284799999, -0.4485024676399999, -0.27648890679999993, -0.10447534595999985, 0.06753821488000011, 0.23955177572000008, 0.41156533656000005, 0.5835788974, 0.75559245824, 0.9276060190800002, 1.0996195799200001, 1.2716331407600001, 1.4436467016, 1.61566026244, 1.78767382328, 1.95968738412, 2.13170094496, 2.3037145058, 2.47572806664, 2.64774162748, 2.81975518832, 2.9917687491600002, 3.16378231, 3.33579587084, 3.50780943168, 3.67982299252, 3.85183655336, 4.0238501142, 4.19586367504, 4.36787723588, 4.53989079672, 4.71190435756, 4.8839179184, 5.05593147924, 5.22794504008, 5.39995860092, 5.57197216176, 5.7439857226, 5.91599928344, 6.08801284428, 6.26002640512, 6.43203996596, 6.6040535268, 6.7760670876399995, 6.94808064848, 7.12009420932, 7.29210777016]","[-4.941652672, -4.82015733112, -4.69866199024, -4.5771666493600005, -4.45567130848, -4.3341759676, -4.21268062672, -4.09118528584, -3.96968994496, -3.84819460408, -3.7266992632, -3.6052039223200003, -3.48370858144, -3.36221324056, -3.24071789968, -3.1192225587999998, -2.99772721792, -2.87623187704, -2.7547365361600002, -2.63324119528, -2.5117458544, -2.3902505135200003, -2.26875517264, -2.14725983176, -2.0257644908800003, -1.9042691500000002, -1.78277380912, -1.66127846824, -1.5397831273600002, -1.41828778648, -1.2967924456, -1.1752971047200003, -1.0538017638400001, -0.93230642296, -0.8108110820799999, -0.6893157411999997, -0.5678204003200005, -0.44632505944000034, -0.3248297185600002, -0.20333437768000007, -0.08183903679999993, 0.039656304080000204, 0.16115164495999945, 0.2826469858399996, 0.4041423267199997, 0.5256376675999999, 0.64713300848, 0.7686283493600001, 0.8901236902399994, 1.0116190311199995]","[-3.5440747810000004, -3.4315756439600005, -3.3190765069200006, -3.2065773698800006, -3.0940782328400003, -2.9815790958000004, -2.8690799587600004, -2.7565808217200005, -2.6440816846800006, -2.5315825476400002, -2.4190834106000003, -2.3065842735600004, -2.1940851365200005, -2.0815859994800006, -1.9690868624400004, -1.8565877254000003, -1.7440885883600004, -1.6315894513200004, -1.5190903142800005, -1.4065911772400002, -1.2940920402000002, -1.1815929031600003, -1.0690937661200004, -0.9565946290800005, -0.8440954920400006, -0.7315963550000002, -0.6190972179600003, -0.5065980809200004, -0.39409894388000044, -0.2815998068400005, -0.16910066980000016, -0.05660153276000024, 0.05589760427999968, 0.1683967413199996, 0.2808958783599995, 0.3933950153999999, 0.5058941524399994, 0.6183932894799997, 0.7308924265200001, 0.8433915635599996, 0.9558907005999999, 1.0683898376399994, 1.1808889746799998, 1.2933881117200001, 1.4058872487599996, 1.5183863858, 1.6308855228399994, 1.7433846598799998, 1.8558837969199993, 1.9683829339599996]","[-3.56211574, -3.4897773381199997, -3.41743893624, -3.3451005343599998, -3.27276213248, -3.2004237306, -3.12808532872, -3.05574692684, -2.9834085249599998, -2.91107012308, -2.8387317212, -2.7663933193199997, -2.69405491744, -2.6217165155599997, -2.5493781136799996, -2.4770397118, -2.40470130992, -2.33236290804, -2.2600245061599997, -2.18768610428, -2.1153477024, -2.0430093005199996, -1.97067089864, -1.89833249676, -1.82599409488, -1.7536556929999998, -1.6813172911199998, -1.6089788892399999, -1.5366404873599997, -1.46430208548, -1.3919636835999998, -1.31962528172, -1.2472868798399999, -1.1749484779599997, -1.10261007608, -1.0302716741999998, -0.95793327232, -0.8855948704399998, -0.8132564685599997, -0.7409180666799999, -0.6685796647999998, -0.59624126292, -0.5239028610399998, -0.45156445915999965, -0.3792260572799999, -0.30688765539999974, -0.23454925352, -0.16221085163999982, -0.08987244976000008, -0.017534047879999903]","[-5.280676776, -5.08232338568, -4.88396999536, -4.68561660504, -4.4872632147200004, -4.2889098244, -4.09055643408, -3.89220304376, -3.69384965344, -3.49549626312, -3.2971428728000003, -3.09878948248, -2.90043609216, -2.70208270184, -2.50372931152, -2.3053759212, -2.10702253088, -1.9086691405600003, -1.7103157502400004, -1.51196235992, -1.3136089696000002, -1.1152555792800003, -0.91690218896, -0.7185487986400005, -0.5201954083200002, -0.3218420179999999, -0.12348862768000046, 0.07486476263999986, 0.2732181529600002, 0.4715715432799996, 0.6699249335999999, 0.8682783239199994, 1.0666317142399997, 1.26498510456, 1.4633384948799995, 1.6616918851999998, 1.8600452755199992, 2.0583986658399995, 2.25675205616, 2.4551054464799993, 2.6534588367999996, 2.85181222712, 3.0501656174399994, 3.248519007759999, 3.44687239808, 3.6452257883999994, 3.843579178719999, 4.04193256904, 4.2402859593599995, 4.438639349679999]","[-4.608923358999999, -4.551485405679999, -4.494047452359999, -4.436609499039999, -4.379171545719999, -4.321733592399999, -4.264295639079999, -4.206857685759999, -4.149419732439999, -4.091981779119999, -4.034543825799999, -3.9771058724799997, -3.9196679191599997, -3.8622299658399997, -3.8047920125199997, -3.7473540591999996, -3.6899161058799996, -3.6324781525599996, -3.5750401992399996, -3.5176022459199996, -3.4601642925999996, -3.40272633928, -3.34528838596, -3.28785043264, -3.23041247932, -3.172974526, -3.11553657268, -3.05809861936, -3.00066066604, -2.94322271272, -2.8857847594, -2.82834680608, -2.77090885276, -2.71347089944, -2.65603294612, -2.5985949928, -2.54115703948, -2.48371908616, -2.42628113284, -2.36884317952, -2.3114052261999998, -2.25396727288, -2.19652931956, -2.13909136624, -2.08165341292, -2.0242154596, -1.9667775062800001, -1.9093395529600001, -1.8519015996400001, -1.79446364632]","[-5.372189516000001, -5.253553191360001, -5.13491686672, -5.0162805420800005, -4.897644217440001, -4.779007892800001, -4.66037156816, -4.541735243520001, -4.423098918880001, -4.30446259424, -4.185826269600001, -4.067189944960001, -3.9485536203200002, -3.8299172956800005, -3.7112809710400003, -3.5926446464, -3.4740083217600004, -3.3553719971200002, -3.2367356724800005, -3.1180993478400003, -2.9994630232000006, -2.8808266985600004, -2.76219037392, -2.6435540492800005, -2.5249177246400003, -2.4062814, -2.2876450753600004, -2.16900875072, -2.05037242608, -1.9317361014400003, -1.8130997768000001, -1.6944634521600004, -1.5758271275200002, -1.45719080288, -1.3385544782399998, -1.2199181536, -1.1012818289600004, -0.9826455043199998, -0.86400917968, -0.7453728550400003, -0.6267365304000005, -0.5081002057599999, -0.3894638811200002, -0.27082755648000045, -0.15219123183999983, -0.033554907200000095, 0.08508141743999964, 0.20371774208000026, 0.32235406672, 0.44099039135999973]"
